Area,Year,Month,PeriodType,Period,LaborForce,Employment,Unemployment,UnemploymentRate,SeasonalAdjustment
St. Louis City,2019,November,3,11,153834,148255,5579,3.6,Not seasonally adjusted
St. Louis City,2019,October,3,10,153435,148387,5048,3.3,Not seasonally adjusted
St. Louis City,2019,September,3,9,153343,148480,4863,3.2,Not seasonally adjusted
St. Louis City,2019,August,3,8,154409,147791,6618,4.3,Not seasonally adjusted
St. Louis City,2019,July,3,7,156762,149613,7149,4.6,Not seasonally adjusted
St. Louis City,2019,June,3,6,155046,148484,6562,4.2,Not seasonally adjusted
St. Louis City,2019,May,3,5,151574,146231,5343,3.5,Not seasonally adjusted
St. Louis City,2019,April,3,4,151014,145993,5021,3.3,Not seasonally adjusted
St. Louis City,2019,March,3,3,151722,145238,6484,4.3,Not seasonally adjusted
St. Louis City,2019,February,3,2,151495,145283,6212,4.1,Not seasonally adjusted
St. Louis City,2019,January,3,1,150522,143993,6529,4.3,Not seasonally adjusted
St. Louis County,2020,May,3,5,516310,463126,53184,10.3,Not seasonally adjusted
St. Louis County,2020,April,3,4,512721,465883,46838,9.1,Not seasonally adjusted
St. Louis County,2020,March,3,3,540304,520981,19323,3.6,Not seasonally adjusted
St. Louis County,2020,February,3,2,532080,514851,17229,3.2,Not seasonally adjusted
St. Louis County,2020,January,3,1,534164,513607,20557,3.8,Not seasonally adjusted
St. Louis County,2019,Annual Averages,1,0,533085,516722,16363,3.1,Not seasonally adjusted
St. Louis County,2019,December,3,12,535325,518621,16704,3.1,Not seasonally adjusted
St. Louis County,2019,November,3,11,536436,520839,15597,2.9,Not seasonally adjusted
St. Louis County,2019,October,3,10,535475,521425,14050,2.6,Not seasonally adjusted
St. Louis County,2019,September,3,9,534934,521484,13450,2.5,Not seasonally adjusted
St. Louis County,2019,August,3,8,537065,519166,17899,3.3,Not seasonally adjusted
St. Louis County,2019,July,3,7,544124,525536,18588,3.4,Not seasonally adjusted
St. Louis County,2019,June,3,6,538570,521358,17212,3.2,Not seasonally adjusted
St. Louis County,2019,May,3,5,528571,513492,15079,2.9,Not seasonally adjusted
St. Louis County,2019,April,3,4,526302,512584,13718,2.6,Not seasonally adjusted
St. Louis County,2019,March,3,3,528174,510087,18087,3.4,Not seasonally adjusted
St. Louis County,2019,February,3,2,527769,510196,17573,3.3,Not seasonally adjusted
St. Louis County,2019,January,3,1,524275,505878,18397,3.5,Not seasonally adjusted
Ste. Genevieve County,2020,May,3,5,9013,8292,721,8,Not seasonally adjusted
Ste. Genevieve County,2020,April,3,4,9151,8369,782,8.5,Not seasonally adjusted
Ste. Genevieve County,2020,March,3,3,9407,9045,362,3.8,Not seasonally adjusted
Ste. Genevieve County,2020,February,3,2,9219,8852,367,4,Not seasonally adjusted
Ste. Genevieve County,2020,January,3,1,9200,8850,350,3.8,Not seasonally adjusted
Ste. Genevieve County,2019,Annual Averages,1,0,9197,8950,247,2.7,Not seasonally adjusted
Ste. Genevieve County,2019,December,3,12,9171,8907,264,2.9,Not seasonally adjusted
Ste. Genevieve County,2019,November,3,11,9178,8938,240,2.6,Not seasonally adjusted
Ste. Genevieve County,2019,October,3,10,9243,9053,190,2.1,Not seasonally adjusted
Ste. Genevieve County,2019,September,3,9,9176,8997,179,2,Not seasonally adjusted
Ste. Genevieve County,2019,August,3,8,9111,8865,246,2.7,Not seasonally adjusted
Ste. Genevieve County,2019,July,3,7,9204,8922,282,3.1,Not seasonally adjusted
Ste. Genevieve County,2019,June,3,6,9340,9076,264,2.8,Not seasonally adjusted
Ste. Genevieve County,2019,May,3,5,9237,9036,201,2.2,Not seasonally adjusted
Ste. Genevieve County,2019,April,3,4,9212,9022,190,2.1,Not seasonally adjusted
Ste. Genevieve County,2019,March,3,3,9221,8925,296,3.2,Not seasonally adjusted
Ste. Genevieve County,2019,February,3,2,9157,8845,312,3.4,Not seasonally adjusted
Ste. Genevieve County,2019,January,3,1,9115,8810,305,3.3,Not seasonally adjusted
Stoddard County,2020,May,3,5,13109,12068,1041,7.9,Not seasonally adjusted
Stoddard County,2020,April,3,4,13601,12233,1368,10.1,Not seasonally adjusted
Stoddard County,2020,March,3,3,13651,12885,766,5.6,Not seasonally adjusted
Stoddard County,2020,February,3,2,13227,12540,687,5.2,Not seasonally adjusted
Stoddard County,2020,January,3,1,13263,12482,781,5.9,Not seasonally adjusted
Stoddard County,2019,Annual Averages,1,0,13098,12480,618,4.7,Not seasonally adjusted
Stoddard County,2019,December,3,12,13062,12434,628,4.8,Not seasonally adjusted
Stoddard County,2019,November,3,11,13009,12481,528,4.1,Not seasonally adjusted
Stoddard County,2019,October,3,10,13284,12784,500,3.8,Not seasonally adjusted
Stoddard County,2019,September,3,9,12896,12446,450,3.5,Not seasonally adjusted
Stoddard County,2019,August,3,8,12980,12334,646,5,Not seasonally adjusted
Stoddard County,2019,July,3,7,12909,12215,694,5.4,Not seasonally adjusted
Stoddard County,2019,June,3,6,13039,12331,708,5.4,Not seasonally adjusted
Stoddard County,2019,May,3,5,13323,12745,578,4.3,Not seasonally adjusted
Stoddard County,2019,April,3,4,13264,12722,542,4.1,Not seasonally adjusted
Stoddard County,2019,March,3,3,13142,12444,698,5.3,Not seasonally adjusted
Stoddard County,2019,February,3,2,13142,12443,699,5.3,Not seasonally adjusted
Stoddard County,2019,January,3,1,13119,12376,743,5.7,Not seasonally adjusted
Stone County,2020,May,3,5,14242,12034,2208,15.5,Not seasonally adjusted
Stone County,2020,April,3,4,14405,12037,2368,16.4,Not seasonally adjusted
Stone County,2020,March,3,3,13867,12899,968,7,Not seasonally adjusted
Stone County,2020,February,3,2,12976,11561,1415,10.9,Not seasonally adjusted
Stone County,2020,January,3,1,13335,11923,1412,10.6,Not seasonally adjusted
Stone County,2019,Annual Averages,1,0,13873,13185,688,5,Not seasonally adjusted
Stone County,2019,December,3,12,13731,13082,649,4.7,Not seasonally adjusted
Stone County,2019,November,3,11,13924,13379,545,3.9,Not seasonally adjusted
Stone County,2019,October,3,10,13910,13477,433,3.1,Not seasonally adjusted
Stone County,2019,September,3,9,13938,13526,412,3,Not seasonally adjusted
Stone County,2019,August,3,8,14368,13809,559,3.9,Not seasonally adjusted
Stone County,2019,July,3,7,14945,14380,565,3.8,Not seasonally adjusted
Stone County,2019,June,3,6,15013,14469,544,3.6,Not seasonally adjusted
Stone County,2019,May,3,5,13851,13343,508,3.7,Not seasonally adjusted
Stone County,2019,April,3,4,13426,12917,509,3.8,Not seasonally adjusted
Stone County,2019,March,3,3,13440,12585,855,6.4,Not seasonally adjusted
Stone County,2019,February,3,2,12863,11505,1358,10.6,Not seasonally adjusted
Stone County,2019,January,3,1,13062,11743,1319,10.1,Not seasonally adjusted
Sullivan County,2020,May,3,5,2655,2550,105,4,Not seasonally adjusted
Sullivan County,2020,April,3,4,2764,2601,163,5.9,Not seasonally adjusted
Sullivan County,2020,March,3,3,2816,2679,137,4.9,Not seasonally adjusted
Sullivan County,2020,February,3,2,2751,2624,127,4.6,Not seasonally adjusted
Sullivan County,2020,January,3,1,2754,2616,138,5,Not seasonally adjusted
Sullivan County,2019,Annual Averages,1,0,2684,2589,95,3.5,Not seasonally adjusted
Sullivan County,2019,December,3,12,2661,2563,98,3.7,Not seasonally adjusted
Sullivan County,2019,November,3,11,2640,2558,82,3.1,Not seasonally adjusted
Sullivan County,2019,October,3,10,2724,2641,83,3,Not seasonally adjusted
Sullivan County,2019,September,3,9,2600,2526,74,2.8,Not seasonally adjusted
Sullivan County,2019,August,3,8,2507,2402,105,4.2,Not seasonally adjusted
Sullivan County,2019,July,3,7,2603,2506,97,3.7,Not seasonally adjusted
Sullivan County,2019,June,3,6,2642,2553,89,3.4,Not seasonally adjusted
Sullivan County,2019,May,3,5,2750,2669,81,2.9,Not seasonally adjusted
Sullivan County,2019,April,3,4,2792,2717,75,2.7,Not seasonally adjusted
Sullivan County,2019,March,3,3,2759,2632,127,4.6,Not seasonally adjusted
Sullivan County,2019,February,3,2,2777,2652,125,4.5,Not seasonally adjusted
Sullivan County,2019,January,3,1,2756,2648,108,3.9,Not seasonally adjusted
Taney County,2020,May,3,5,30145,23488,6657,22.1,Not seasonally adjusted
Taney County,2020,April,3,4,31170,23517,7653,24.6,Not seasonally adjusted
Taney County,2020,March,3,3,27293,25189,2104,7.7,Not seasonally adjusted
Taney County,2020,February,3,2,25552,22379,3173,12.4,Not seasonally adjusted
Taney County,2020,January,3,1,26278,23059,3219,12.2,Not seasonally adjusted
Taney County,2019,Annual Averages,1,0,27142,25753,1389,5.1,Not seasonally adjusted
Taney County,2019,December,3,12,26567,25463,1104,4.2,Not seasonally adjusted
Taney County,2019,November,3,11,27038,26112,926,3.4,Not seasonally adjusted
Taney County,2019,October,3,10,27082,26247,835,3.1,Not seasonally adjusted
Taney County,2019,September,3,9,27258,26466,792,2.9,Not seasonally adjusted
Taney County,2019,August,3,8,28099,27013,1086,3.9,Not seasonally adjusted
Taney County,2019,July,3,7,29220,28175,1045,3.6,Not seasonally adjusted
Taney County,2019,June,3,6,29426,28442,984,3.3,Not seasonally adjusted
Taney County,2019,May,3,5,27057,26121,936,3.5,Not seasonally adjusted
Taney County,2019,April,3,4,26236,25276,960,3.7,Not seasonally adjusted
Taney County,2019,March,3,3,26270,24561,1709,6.5,Not seasonally adjusted
Taney County,2019,February,3,2,25502,22374,3128,12.3,Not seasonally adjusted
Taney County,2019,January,3,1,25949,22790,3159,12.2,Not seasonally adjusted
Texas County,2020,May,3,5,8709,8124,585,6.7,Not seasonally adjusted
Texas County,2020,April,3,4,8886,8235,651,7.3,Not seasonally adjusted
Texas County,2020,March,3,3,9131,8643,488,5.3,Not seasonally adjusted
Texas County,2020,February,3,2,9128,8691,437,4.8,Not seasonally adjusted
Texas County,2020,January,3,1,9218,8713,505,5.5,Not seasonally adjusted
Texas County,2019,Annual Averages,1,0,9009,8607,402,4.5,Not seasonally adjusted
Texas County,2019,December,3,12,9102,8642,460,5.1,Not seasonally adjusted
Texas County,2019,November,3,11,9064,8671,393,4.3,Not seasonally adjusted
Texas County,2019,October,3,10,9242,8904,338,3.7,Not seasonally adjusted
Texas County,2019,September,3,9,8965,8636,329,3.7,Not seasonally adjusted
Texas County,2019,August,3,8,8492,8062,430,5.1,Not seasonally adjusted
Texas County,2019,July,3,7,8405,7982,423,5,Not seasonally adjusted
Texas County,2019,June,3,6,9043,8652,391,4.3,Not seasonally adjusted
Texas County,2019,May,3,5,9259,8886,373,4,Not seasonally adjusted
Texas County,2019,April,3,4,9204,8879,325,3.5,Not seasonally adjusted
Texas County,2019,March,3,3,9082,8623,459,5.1,Not seasonally adjusted
Texas County,2019,February,3,2,9113,8641,472,5.2,Not seasonally adjusted
Texas County,2019,January,3,1,9145,8709,436,4.8,Not seasonally adjusted
Vernon County,2020,May,3,5,9282,8806,476,5.1,Not seasonally adjusted
Vernon County,2020,April,3,4,9399,8947,452,4.8,Not seasonally adjusted
Vernon County,2020,March,3,3,9743,9365,378,3.9,Not seasonally adjusted
Vernon County,2020,February,3,2,9588,9237,351,3.7,Not seasonally adjusted
Vernon County,2020,January,3,1,9610,9215,395,4.1,Not seasonally adjusted
Vernon County,2019,Annual Averages,1,0,9466,9133,333,3.5,Not seasonally adjusted
Vernon County,2019,December,3,12,9397,9066,331,3.5,Not seasonally adjusted
Vernon County,2019,November,3,11,9407,9095,312,3.3,Not seasonally adjusted
Vernon County,2019,October,3,10,9596,9329,267,2.8,Not seasonally adjusted
Vernon County,2019,September,3,9,9238,8987,251,2.7,Not seasonally adjusted
Vernon County,2019,August,3,8,9001,8650,351,3.9,Not seasonally adjusted
Vernon County,2019,July,3,7,9110,8727,383,4.2,Not seasonally adjusted
Vernon County,2019,June,3,6,9497,9135,362,3.8,Not seasonally adjusted
Vernon County,2019,May,3,5,9657,9358,299,3.1,Not seasonally adjusted
Vernon County,2019,April,3,4,9733,9451,282,2.9,Not seasonally adjusted
Vernon County,2019,March,3,3,9686,9286,400,4.1,Not seasonally adjusted
Vernon County,2019,February,3,2,9648,9270,378,3.9,Not seasonally adjusted
Vernon County,2019,January,3,1,9627,9245,382,4,Not seasonally adjusted
Warren County,2020,May,3,5,17494,15751,1743,10,Not seasonally adjusted
Warren County,2020,April,3,4,17770,15883,1887,10.6,Not seasonally adjusted
Warren County,2020,March,3,3,18290,17596,694,3.8,Not seasonally adjusted
Warren County,2020,February,3,2,18071,17410,661,3.7,Not seasonally adjusted
Warren County,2020,January,3,1,18251,17366,885,4.8,Not seasonally adjusted
Warren County,2019,Annual Averages,1,0,17971,17446,525,2.9,Not seasonally adjusted
Warren County,2019,December,3,12,18029,17478,551,3.1,Not seasonally adjusted
Warren County,2019,November,3,11,18056,17563,493,2.7,Not seasonally adjusted
Warren County,2019,October,3,10,18136,17648,488,2.7,Not seasonally adjusted
Warren County,2019,September,3,9,17943,17557,386,2.2,Not seasonally adjusted
Warren County,2019,August,3,8,17977,17476,501,2.8,Not seasonally adjusted
Warren County,2019,July,3,7,18247,17697,550,3,Not seasonally adjusted
Warren County,2019,June,3,6,18064,17552,512,2.8,Not seasonally adjusted
Warren County,2019,May,3,5,17864,17386,478,2.7,Not seasonally adjusted
Warren County,2019,April,3,4,17821,17386,435,2.4,Not seasonally adjusted
Warren County,2019,March,3,3,17881,17247,634,3.5,Not seasonally adjusted
Warren County,2019,February,3,2,17918,17250,668,3.7,Not seasonally adjusted
Warren County,2019,January,3,1,17713,17109,604,3.4,Not seasonally adjusted
Washington County,2020,May,3,5,10130,9070,1060,10.5,Not seasonally adjusted
Washington County,2020,April,3,4,10174,9112,1062,10.4,Not seasonally adjusted
Washington County,2020,March,3,3,10623,9980,643,6.1,Not seasonally adjusted
Washington County,2020,February,3,2,10332,9704,628,6.1,Not seasonally adjusted
Washington County,2020,January,3,1,10348,9715,633,6.1,Not seasonally adjusted
Washington County,2019,Annual Averages,1,0,10241,9780,461,4.5,Not seasonally adjusted
Washington County,2019,December,3,12,10282,9781,501,4.9,Not seasonally adjusted
Washington County,2019,November,3,11,10236,9807,429,4.2,Not seasonally adjusted
Washington County,2019,October,3,10,10247,9899,348,3.4,Not seasonally adjusted
Washington County,2019,September,3,9,10252,9916,336,3.3,Not seasonally adjusted
Washington County,2019,August,3,8,9982,9542,440,4.4,Not seasonally adjusted
Washington County,2019,July,3,7,10041,9551,490,4.9,Not seasonally adjusted
Washington County,2019,June,3,6,10526,10048,478,4.5,Not seasonally adjusted
Washington County,2019,May,3,5,10259,9856,403,3.9,Not seasonally adjusted
Washington County,2019,April,3,4,10202,9817,385,3.8,Not seasonally adjusted
Washington County,2019,March,3,3,10312,9747,565,5.5,Not seasonally adjusted
Washington County,2019,February,3,2,10288,9708,580,5.6,Not seasonally adjusted
Washington County,2019,January,3,1,10260,9682,578,5.6,Not seasonally adjusted
Wayne County,2020,May,3,5,4945,4506,439,8.9,Not seasonally adjusted
Wayne County,2020,April,3,4,4941,4517,424,8.6,Not seasonally adjusted
Wayne County,2020,March,3,3,5236,4964,272,5.2,Not seasonally adjusted
Wayne County,2020,February,3,2,5207,4944,263,5.1,Not seasonally adjusted
Wayne County,2020,January,3,1,5296,5016,280,5.3,Not seasonally adjusted
Wayne County,2019,Annual Averages,1,0,5306,5050,256,4.8,Not seasonally adjusted
Wayne County,2019,December,3,12,5276,5029,247,4.7,Not seasonally adjusted
Wayne County,2019,November,3,11,5259,5044,215,4.1,Not seasonally adjusted
Wayne County,2019,October,3,10,5284,5096,188,3.6,Not seasonally adjusted
Wayne County,2019,September,3,9,5234,5051,183,3.5,Not seasonally adjusted
Wayne County,2019,August,3,8,5278,5016,262,5,Not seasonally adjusted
Wayne County,2019,July,3,7,5168,4888,280,5.4,Not seasonally adjusted
Wayne County,2019,June,3,6,5420,5108,312,5.8,Not seasonally adjusted
Wayne County,2019,May,3,5,5336,5077,259,4.9,Not seasonally adjusted
Wayne County,2019,April,3,4,5282,5042,240,4.5,Not seasonally adjusted
Wayne County,2019,March,3,3,5391,5095,296,5.5,Not seasonally adjusted
Wayne County,2019,February,3,2,5355,5064,291,5.4,Not seasonally adjusted
Wayne County,2019,January,3,1,5395,5095,300,5.6,Not seasonally adjusted
Webster County,2020,May,3,5,16884,15572,1312,7.8,Not seasonally adjusted
Webster County,2020,April,3,4,17212,15663,1549,9,Not seasonally adjusted
Webster County,2020,March,3,3,17714,17001,713,4,Not seasonally adjusted
Webster County,2020,February,3,2,17520,16840,680,3.9,Not seasonally adjusted
Webster County,2020,January,3,1,17530,16744,786,4.5,Not seasonally adjusted
Webster County,2019,Annual Averages,1,0,17309,16692,617,3.6,Not seasonally adjusted
Webster County,2019,December,3,12,17497,16772,725,4.1,Not seasonally adjusted
Webster County,2019,November,3,11,17452,16828,624,3.6,Not seasonally adjusted
Webster County,2019,October,3,10,17511,16952,559,3.2,Not seasonally adjusted
Webster County,2019,September,3,9,17285,16731,554,3.2,Not seasonally adjusted
Webster County,2019,August,3,8,17183,16398,785,4.6,Not seasonally adjusted
Webster County,2019,July,3,7,17464,16783,681,3.9,Not seasonally adjusted
Webster County,2019,June,3,6,17158,16590,568,3.3,Not seasonally adjusted
Webster County,2019,May,3,5,17285,16747,538,3.1,Not seasonally adjusted
Webster County,2019,April,3,4,17228,16765,463,2.7,Not seasonally adjusted
Webster County,2019,March,3,3,17257,16629,628,3.6,Not seasonally adjusted
Webster County,2019,February,3,2,17275,16639,636,3.7,Not seasonally adjusted
Webster County,2019,January,3,1,17105,16468,637,3.7,Not seasonally adjusted
Worth County,2020,May,3,5,1189,1135,54,4.5,Not seasonally adjusted
Worth County,2020,April,3,4,1257,1170,87,6.9,Not seasonally adjusted
Worth County,2020,March,3,3,1187,1152,35,2.9,Not seasonally adjusted
